Type	Number	Sell Name	Case	CharacterTID	UseLevel	Price(Money)	Price(Skull)
Hair	28	트윈윙 1번	0	3	1	0	0
Hair	29	트윈윙 2번	1	3	1	0	0
Hair	30	트윈윙 3번	1	3	1	0	0
Hair	31	트윈윙 4번	1	3	1	0	0
Hair	32	트윈윙 5번	1	3	1	0	0
Hair	33	추장 1번	0	3	1	0	0
Hair	34	추장 2번	1	3	1	0	0
Hair	35	추장 3번	1	3	1	0	0
Hair	36	추장 4번	1	3	1	0	0
Hair	37	추장 5번	1	3	1	0	0
Hair	38	본밴드 1번	0	3	1	0	0
Hair	39	본밴드 2번	1	3	1	0	0
Hair	40	본밴드 3번	1	3	1	0	0
Hair	41	본밴드 4번	1	3	1	0	0
Hair	42	본밴드 5번	1	3	1	0	0
Face	0	타입 1번	0	3	1	0	0
Face	1	타입 2번	1	3	7	2000	0
Face	2	타입 3번	1	3	7	2000	0
Face	3	타입 4번	1	3	7	3000	0
Face	4	타입 5번	1	3	7	2000	0
Face	5	타입 6번	1	3	7	2000	0
Face	6	타입 7번	1	3	7	2000	0
Face	7	타입 8번	0	3	1	0	0
Face	8	타입 9번	0	3	1	0	0
Face	9	타입 10번	0	3	1	0	0
Face	10	타입 11번	0	3	1	0	0
Face	11	타입 12번	0	3	1	0	0
Hair	0	원바인드 1번	0	4	1	0	0
Hair	1	원바인드 2번	1	4	1	0	0
Hair	2	원바인드 3번	1	4	1	0	0
Hair	3	아칸 1번	1	4	7	1500	0
Hair	4	아칸 2번	1	4	7	1500	0
Hair	5	아칸 3번	1	4	7	1500	0
Hair	6	레게 1번	1	4	7	1000	0
Hair	7	레게 2번	1	4	7	1000	0
Hair	8	레게 3번	1	4	7	1000	0
Hair	9	붐붐 1번	1	4	7	1500	0
Hair	10	붐붐 2번	1	4	7	1500	0
Hair	11	붐붐 3번	1	4	7	1500	0
Hair	12	숏스트레이트 1번	1	4	7	1000	0
Hair	13	숏스트레이트 2번	1	4	7	1000	0
Hair	14	숏스트레이트 3번	1	4	7	1000	0
Hair	15	듀얼바인드 1번	1	4	7	2000	0
Hair	16	듀얼바인드 2번	1	4	7	2000	0
Hair	17	듀얼바인드 3번	1	4	7	2000	0
Hair	18	오버플레이트 1번	0	4	1	0	0
Hair	19	오버플레이트 2번	1	4	1	0	0
Hair	20	오버플레이트 3번	1	4	1	0	0
Hair	21	오버플레이트 4번	1	4	1	0	0
Hair	22	오버플레이트 5번	1	4	1	0	0
Hair	23	탑밴드바운드 1번	0	4	1	0	0
Hair	24	탑밴드바운드 2번	1	4	1	0	0
Hair	25	탑밴드바운드 3번	1	4	1	0	0
Hair	26	탑밴드바운드 4번	1	4	1	0	0
Hair	27	탑밴드바운드 5번	1	4	1	0	0
Hair	28	숄더트윈콘 1번	0	4	1	0	0
Hair	29	숄더트윈콘 2번	1	4	1	0	0
Hair	30	숄더트윈콘 3번	1	4	1	0	0
Hair	31	숄더트윈콘 4번	1	4	1	0	0
Hair	32	숄더트윈콘 5번	1	4	1	0	0
Hair	33	백본 1번	0	4	1	0	0
Hair	34	백본 2번	1	4	1	0	0
Hair	35	백본 3번	1	4	1	0	0
Hair	36	백본 4번	1	4	1	0	0
Hair	37	백본 5번	1	4	1	0	0
Hair	38	오버숄더스트레이트 1번	0	4	1	0	0
Hair	39	오버숄더스트레이트 2번	1	4	1	0	0
Hair	40	오버숄더스트레이트 3번	1	4	1	0	0
Hair	41	오버숄더스트레이트 4번	1	4	1	0	0
Hair	42	오버숄더스트레이트 5번	1	4	1	0	0
Face	0	타입 1번	0	4	1	0	0
Face	1	타입 2번	1	4	7	2000	0
Face	2	타입 3번	1	4	7	3000	0
Face	3	타입 4번	1	4	7	2000	0
Face	4	타입 5번	1	4	7	2000	0
Face	5	타입 6번	1	4	7	2000	0
Face	6	타입 7번	1	4	7	2000	0
Face	7	타입 8번	1	4	7	2000	0
Face	8	타입 9번	1	4	7	2000	0
Face	9	타입 10번	1	4	7	2000	0
Face	10	타입 11번	1	4	7	2000	0
Face	11	타입 12번	0	4	1	0	0
Face	12	타입 13번	0	4	1	0	0
Face	13	타입 14번	0	4	1	0	0
Face	14	타입 15번	0	4	1	0	0
Face	15	타입 16번	0	4	1	0	0
Hair	0	트윈테일 1번	1	9	1	0	0
Hair	1	트윈테일 2번	1	9	1	0	0
Hair	2	트윈테일 3번	1	9	1	0	0
Hair	3	베이비라운드컷 1번	1	9	7	1000	0
Hair	4	베이비라운드컷 2번	1	9	7	1000	0
Hair	5	베이비라운드컷 3번	1	9	7	1000	0
Hair	6	볼륨라운드컷 1번	1	9	7	1500	0
Hair	7	볼륨라운드컷 2번	1	9	7	1500	0
Hair	8	볼륨라운드컷 3번	1	9	7	1500	0
Hair	9	내츄얼윈드컷 1번	1	9	7	2000	0
Hair	10	내츄얼윈드컷 2번	1	9	7	2000	0
Hair	11	내츄얼윈드컷 3번	1	9	7	2000	0
Hair	12	사이드뱅 1번	1	9	7	3000	0
Hair	13	사이드뱅 2번	1	9	7	3000	0
Hair	14	사이드뱅 3번	1	9	7	3000	0
Hair	15	팝테일 1번	0	9	1	0	0
Hair	16	팝테일 2번	1	9	1	0	0
Hair	17	팝테일 3번	1	9	1	0	0
Hair	18	팝테일 4번	1	9	1	0	0
Hair	19	팝테일 5번	1	9	1	0	0
Hair	20	사이드볼륨 1번	0	9	1	0	0
Hair	21	사이드볼륨 2번	1	9	1	0	0
Hair	22	사이드볼륨 3번	1	9	1	0	0
Hair	23	사이드볼륨 4번	1	9	1	0	0
Hair	24	사이드볼륨 5번	1	9	1	0	0
Hair	25	네추럴웨이브컷 1번	0	9	1	0	0
Hair	26	네추럴웨이브컷 2번	1	9	1	0	0
Hair	27	네추럴웨이브컷 3번	1	9	1	0	0
Hair	28	네추럴웨이브컷 4번	1	9	1	0	0
Hair	29	네추럴웨이브컷 5번	1	9	1	0	0
Hair	30	롱포니테일 1번	0	9	1	0	0
Hair	31	롱포니테일 2번	1	9	1	0	0
Hair	32	롱포니테일 3번	1	9	1	0	0
Hair	33	롱포니테일 4번	1	9	1	0	0
Hair	34	롱포니테일 5번	1	9	1	0	0
Hair	35	레이어드컷 1번	0	9	1	0	0
Hair	36	레이어드컷 2번	1	9	1	0	0
Hair	38	레이어드컷 3번	1	9	1	0	0
Hair	39	레이어드컷 4번	1	9	1	0	0
Face	0	타입 1번	0	9	1	0	0
Face	1	타입 2번	1	9	7	2000	0
Face	2	타입 3번	1	9	7	2000	0
Face	3	타입 4번	1	9	7	3000	0
Face	4	타입 5번	1	9	7	3000	0
Face	5	타입 6번	0	9	1	0	0
Face	6	타입 7번	0	9	1	0	0
Face	7	타입 8번	0	9	1	0	0
Face	8	타입 9번	0	9	1	0	0
Face	9	타입 10번	0	9	1	0	0
Hair	0	와일드윈드 1번	0	460	1	0	0
Hair	1	와일드윈드 2번	1	460	1	0	0
Hair	2	와일드윈드 3번	1	460	1	0	0
Hair	3	와일드윈드 4번	1	460	1	0	0
Hair	4	와일드윈드 5번	1	460	1	0	0
Hair	5	와일드윈드 6번	1	460	1	0	0
Hair	6	레이어드볼륨 1번	1	460	7	1000	0
Hair	7	레이어드볼륨 2번	1	460	7	1000	0
Hair	8	레이어드볼륨 3번	1	460	7	1000	0
Hair	9	레이어드볼륨 4번	1	460	7	1000	0
Hair	10	레이어드볼륨 5번	1	460	7	1000	0
Hair	11	레이어드볼륨 6번	1	460	7	1000	0
Hair	12	숄더뱅 1번	1	460	7	2000	0
Hair	13	숄더뱅 2번	1	460	7	2000	0
Hair	14	숄더뱅 3번	1	460	7	2000	0
Hair	15	스파이럴 1번	1	460	7	3000	0
Hair	16	스파이럴 2번	1	460	7	3000	0
Hair	17	스파이럴 3번	1	460	7	3000	0
Hair	18	스파이럴 4번	1	460	7	3000	0
Hair	19	스파이럴 5번	1	460	7	3000	0
Hair	20	스파이럴 6번	1	460	7	3000	0
Hair	21	스파이럴 7번	1	460	7	3000	0
Hair	22	스파이럴 8번	1	460	7	3000	0
Hair	23	숄더사이드 1번	0	460	1	0	0
Hair	24	숄더사이드 2번	1	460	1	0	0
Hair	25	숄더사이드 3번	1	460	1	0	0
Hair	26	숄더사이드 4번	1	460	1	0	0
Hair	27	숄더사이드 5번	1	460	1	0	0
Hair	28	클링스트레이트 1번	0	460	1	0	0
Hair	29	클링스트레이트 2번	1	460	1	0	0
Hair	30	클링스트레이트 3번	1	460	1	0	0
Hair	31	클링스트레이트 4번	1	460	1	0	0
Hair	32	클링스트레이트 5번	1	460	1	0	0
Hair	33	숄더윈드 1번	0	460	1	0	0
Hair	34	숄더윈드 2번	1	460	1	0	0
Hair	35	숄더윈드 3번	1	460	1	0	0
Hair	36	숄더윈드 4번	1	460	1	0	0
Hair	37	숄더윈드 5번	1	460	1	0	0
Hair	38	브랜치스트레이트 1번	0	460	1	0	0
Hair	39	브랜치스트레이트 2번	1	460	1	0	0
Hair	40	브랜치스트레이트 3번	1	460	1	0	0
Hair	41	브랜치스트레이트 4번	1	460	1	0	0
Hair	42	브랜치스트레이트 5번	1	460	1	0	0
Hair	43	사이드롤 1번	0	460	1	0	0
Hair	44	사이드롤 2번	1	460	1	0	0
Hair	45	사이드롤 3번	1	460	1	0	0
Hair	46	사이드롤 4번	1	460	1	0	0
Hair	47	사이드롤 5번	1	460	1	0	0
Face	0	타입 1번	0	460	1	0	0
Face	1	타입 2번	1	460	7	2000	0
Face	2	타입 3번	1	460	7	2000	0
Face	3	타입 4번	1	460	7	3000	0
Face	4	타입 5번	1	460	7	3000	0
Face	5	타입 6번	0	460	1	0	0
Face	6	타입 7번	0	460	1	0	0
Face	7	타입 8번	0	460	1	0	0
Face	8	타입 9번	0	460	1	0	0
Face	9	타입 10번	0	460	1	0	0
