GroupName	Name	MaxMobCount	Spawntime	MobTID	MobName	MobLV	Rate	MobAITID	AI이름
d104	d104_04	2	30000	758	어스 골렘	20	100000	7580	어스 골렘
d104	d104_05	2	30000	758	어스 골렘	20	100000	7580	어스 골렘
d104	d104_06	2	30000	709	불꽃 박쥐	19	50000	7090	불꽃 박쥐
			30000	758	어스 골렘	20	50000	7580	어스 골렘
d104	d104_07	2	30000	758	어스 골렘	20	100000	7580	어스 골렘
d104	d104_08	2	30000	759	룬 골렘	21	100000	7590	룬 골렘
d104	d104_09	1	60000	760	마그마론	22	100000	7601	마그마론
d104	d104_10	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d104	d104_11	2	30000	759	룬 골렘	21	100000	7590	룬 골렘
			30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d104	d104_12	3	30000	759	룬 골렘	21	100000	7590	룬 골렘
d104	d104_13	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d104	d104_14	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d104	d104_15	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d203	d203_01	2	30000	758	어스 골렘	20	100000	7580	어스 골렘
d203	d203_02	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d203	d203_03	2	30000	758	어스 골렘	20	100000	7580	어스 골렘
d203	d203_04	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d203	d203_05	1	30000	758	어스 골렘	20	100000	7580	어스 골렘
d203	d203_06	2	30000	758	어스 골렘	20	100000	7580	어스 골렘
d203	d203_07	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d203	d203_08	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d204	d204_01	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d204	d204_02	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d204	d204_03	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d204	d204_04	1	30000	759	룬 골렘	21	100000	7590	룬 골렘
d204	d204_05	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d204	d204_06	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d204	d204_08	2	30000	758	어스 골렘	20	100000	7580	어스 골렘
d204	d204_09	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d207	d207_01	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d207	d207_02	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d207	d207_03	2	30000	758	어스 골렘	20	100000	7580	어스 골렘
d207	d207_04	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d207	d207_05	2	30000	758	어스 골렘	20	100000	7580	어스 골렘
d207	d207_06	2	30000	758	어스 골렘	20	100000	7580	어스 골렘
d207	d207_07	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d207	d207_08	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d208	d208_01	1	30000	759	룬 골렘	21	100000	7590	룬 골렘
d208	d208_02	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d208	d208_03	1	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d208	d208_04	2	30000	758	어스 골렘	20	100000	7580	어스 골렘
d208	d208_05	1	30000	758	어스 골렘	20	100000	7580	어스 골렘
d208	d208_06	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d208	d208_07	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d208	d208_08	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
d208	d208_09	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐
e101	e101_1	1	2600	271	캡틴 팩	9	100000	2713	캡틴 팩
ec101	ec101_1	1	2600	271	캡틴 팩	9	100000	2713	캡틴 팩
e102	e102_1	1	2400	329	로키	8	100000	3293	로키
ec102	ec102_1	1	2400	329	로키	8	100000	3293	로키
e103	e103_1	1	22800	40	마이다스	10	100000	403	마이다스
e104	e104_1	1	1600	672	버닝아이	4	100000	6723	버닝아이
ec104	ec104_1	1	1600	672	버닝아이	4	100000	6723	버닝아이
e105	e105_1	1	2200	56	스위치	7	100000	563	스위치
ec105	ec105_1	1	2200	56	스위치	7	100000	563	스위치
e106	e106_1	1	2200	276	통통	7	100000	2763	통통
ec106	ec106_1	1	2200	276	통통	7	100000	2763	통통
e107	e107_1	1	2000	62	파이어윙	6	100000	623	파이어윙
ec107	ec107_1	1	2000	62	파이어윙	6	100000	623	파이어윙
e108	e108_1	1	1800	673	빅 레이지	5	100000	6733	빅 레이지
ec108	ec108_1	1	1800	673	빅 레이지	5	100000	6733	빅 레이지
e109	e109_1	1	2600	21	폴고	9	100000	213	폴고
e110	e110_1	1	22800	684	하울	10	100000	6843	하울
e111	e111_1	1	2400	455	록픽	8	100000	4553	록픽
ec111	ec111_1	1	2400	455	록픽	8	100000	4553	록픽
e112	e112_1	1	2600	682	기프트	9	100000	6823	기프트
e113	e113_1	1	22800	792	루크	10	100000	7923	루크
e114	e114_1	1	23000	685	로긴	11	100000	6853	로긴
e115	e115_1	1	23200	64	도버	12	100000	643	도버
e116	e116_1	1	23800	788	빅박스	15	100000	7883	빅박스
e117	e117_1	1	23600	61	가시오스	14	100000	613	가시오스
e118	e118_1	1	23400	65	도프	13	100000	653	도프
e119	e119_1	1	23800	95	잉고	15	100000	953	잉고
e120	e120_1	1	23800	42	빅토르	15	100000	423	빅토르
e121	e121_1	1	24600	306	레드사인	19	100000	3063	레드사인
e122	e122_1	1	24200	691	아슬	17	100000	6913	아슬
e123	e123_1	1	24200	806	소돔	17	100000	8063	소돔
e124	e124_1	1	25000	696	카르카스	21	100000	6963	카르카스
e125	e125_1	1	24800	695	라지풋	20	100000	6953	라지풋
e126	e126_1	1	25800	457	그린드래곤 시드	25	100000	4573	그린드래곤 시드
e127	e127_1	1	25200	776	릴리스	22	100000	7763	릴리스
e128	e128_1	1	26800	46	스네어	30	100000	463	스네어
e129	e129_1	1	28800	783	에고니	40	100000	7833	에고니
e130	e130_1	1	26600	770	볼가	29	100000	7703	볼가
e131	e131_1	1	29600	54	켈켈	44	100000	543	켈켈
e133	e133_1	1	27400	705	딩	33	100000	7053	딩
e134	e134_1	1	27800	44	포스토	35	100000	443	포스토
e136	e136_1	1	28200	808	핑켈	37	100000	8083	핑켈
e137	e137_1	1	28400	15	타라반	38	100000	153	타라반
e138	e138_1	1	28800	812	보울도	40	100000	8123	보울도
e139	e139_1	1	28000	63	티카	36	100000	633	티카
e140	e140_1	1	27600	59	고스	34	100000	593	고스
e141	e141_1	1	28000	774	다릴라	36	100000	7743	다릴라
e142	e142_1	1	1800	674	가롯	5	100000	6743	가롯
ec142	ec142_1	1	1800	674	가롯	5	100000	6743	가롯
e143	e143_1	1	2600	270	차크돌	9	100000	2703	차크돌
ec143	ec143_1	1	2600	270	차크돌	9	100000	2703	차크돌
e144	e144_1	1	2400	680	슬럼	8	100000	6803	슬럼
ec144	ec144_1	1	2400	680	슬럼	8	100000	6803	슬럼
e145	e145_1	1	1400	671	록볼	3	100000	6713	록볼
ec145	ec145_1	1	1400	671	록볼	3	100000	6713	록볼
e146	e146_1	1	2000	88	바시바	6	100000	883	바시바
ec146	ec146_1	1	2000	88	바시바	6	100000	883	바시바
e147	e147_1	1	2600	25	시로로	9	100000	253	시로로
e148	e148_1	1	22800	41	메이조	10	100000	413	메이조
e149	e149_1	1	24600	92	사판	19	100000	923	사판
e150	e150_1	1	24400	769	헬다이	18	100000	7693	헬다이
e151	e151_1	1	23400	688	브론디아	13	100000	6883	브론디아
e152	e152_1	1	23800	43	윈디고	15	100000	433	윈디고
e153	e153_1	1	23600	280	골고다	14	100000	2803	골고다
e154	e154_1	1	24000	58	비씰	16	100000	583	비씰
e155	e155_1	1	24200	93	아리아	17	100000	933	아리아
e156	e156_1	1	24400	767	레키	18	100000	7673	레키
e157	e157_1	1	25600	50	바롬	24	100000	503	바롬
e158	e158_1	1	26000	67	막소	26	100000	673	막소
e159	e159_1	1	24600	693	에베루	19	100000	6933	에베루
e160	e160_1	1	25000	698	만	21	100000	6983	만
e161	e161_1	1	25200	94	오케러스	22	100000	943	오케러스
e162	e162_1	1	25600	66	릴린	24	100000	663	릴린
e163	e163_1	1	25200	57	힐라리	22	100000	573	힐라리
e164	e164_1	1	25000	91	보그만	21	100000	913	보그만
e165	e165_1	1	24600	312	리로드	19	100000	3123	리로드
e166	e166_1	1	25000	697	로고	21	100000	6973	로고
e167	e167_1	1	27400	784	다크아이	33	100000	7843	다크아이
e168	e168_1	1	26800	48	바르바	30	100000	483	바르바
e169	e169_1	1	27800	45	보링	35	100000	453	보링
e170	e170_1	1	27600	706	뭇소르	34	100000	7063	뭇소르
e171	e171_1	1	26400	703	가디우스	28	100000	7033	가디우스
e172	e172_1	1	26800	30	블로드	30	100000	303	블로드
e173	e173_1	1	27000	704	소드이터	31	100000	7043	소드이터
e174	e174_1	1	28200	55	고러	37	100000	553	고러
e175	e175_1	1	28200	766	발토	37	100000	7663	발토
e176	e176_1	1	29600	53	크랍	44	100000	533	크랍
e177	e177_1	1	28800	813	짐보	40	100000	8133	짐보
e178	e178_1	1	28800	814	슈타	40	100000	8143	슈타
e179	e179_1	1	30000	60	볼코	46	100000	603	볼코
e180	e180_1	1	30000	765	비글로스	46	100000	7653	비글로스
e181	e181_1	1	30200	762	롤랜도	47	100000	7623	롤랜도
e182	e182_1	1	30600	793	바르소	49	100000	7933	바르소
e183	e183_1	1	30800	49	리카누스	50	100000	493	리카누스
e184	e184_1	1	30400	763	코르소스	48	100000	7633	코르소스
e185	e185_1	1	30400	790	블리지	48	100000	7903	블리지
e186	e186_1	1	30600	708	가디메시	49	100000	7083	가디메시
e187	e187_1	1	30800	51	플라잉	50	100000	513	플라잉
e188	e188_1	1	30400	764	롱고	48	100000	7643	롱고
e189	e189_1	1	31400	787	보리스키	53	100000	7873	보리스키
e190	e190_1	1	31200	28	서드너	52	100000	283	서드너
e191	e191_1	1	30800	52	시즐	50	100000	523	시즐
e192	e192_1	1	32800	47	우루	60	100000	473	우루
e193	e193_1	1	32400	772	하른	58	100000	7723	하른
e194	e194_1	1	32600	773	파르간	59	100000	7733	파르간
e195	e195_1	1	32600	780	성크	59	100000	7803	성크
e196	e196_1	1	32200	794	바이칸	57	100000	7943	바이칸
e197	e197_1	1	32400	771	보른	58	100000	7713	보른
e198	e198_1	1	31400	786	쇼커	53	100000	7863	쇼커
e199	e199_1	1	31400	785	주커	53	100000	7853	주커
e200	e200_1	1	29600	54	켈켈	44	100000	543	켈켈
e201	e201_1	1	30200	779	쉬나	47	100000	7793	쉬나
e202	e202_1	1	30400	782	와르자크	48	100000	7823	와르자크
e203	e203_1	1	32000	775	리스키	56	100000	7753	리스키
e204	e204_1	1	30200	707	히리피나	47	100000	7073	히리피나
e205	e205_1	1	30800	791	스슈르드	50	100000	7913	스슈르드
e206	e206_1	1	25800	16	브론즈드래곤 시드	25	100000	163	브론즈드래곤 시드
e207	e207_1	1	120000	523	잊혀진 지배자	40	100000	5233	잊혀진 지배자
e208	e208_1	1	120000	530	그린드래곤 익실라이콘	45	100000	5303	그린드래곤 익실라이콘
e209	e209_1	1	120000	540	브라운드래곤 갈큐아란	45	100000	5403	브라운드래곤 갈큐아란
e210	e210_1	1	120000	533	죽은자의 왕	40	100000	5333	죽은자의 왕
pd001	pd001_16	1	60000	547	블러드본 다크브레서	47	100000	5473	블러드본 다크브레서
pd001	pd001_19	1	60000	549	블러드본 샤만	49	100000	5493	블러드본 샤만
pd002	pd002_16	1	60000	554	커스 루핀	49	100000	5543	커스 루핀
pd002	pd002_21	1	60000	555	카렌차	49	100000	5553	카렌차
pd003	pd003_16	1	60000	563	루시벨	48	100000	5633	루시벨
e211	e211_1	1	60000	558	세벤트	49	100000	5583	세벤트
e212	e212_1	1	60000	550	레클레스	50	100000	5503	레클레스
e213	e213_1	1	120000	612	이그나투스	51	100000	6123	이그나투스
e214	e214_1	1	120000	694	남겨진 자들의 왕	40	100000	6943	남겨진 자들의 왕
e215	e215_1	1	120000	778	본드래곤 하란가룬	45	100000	7783	본드래곤 하란가룬
le001	le001_1	1	40000	615	샤칸	9	100000	6153	샤칸
lec001	lec001_1	1	40000	615	샤칸	9	100000	6153	샤칸
le002	le002_1	1	40000	842	타마라이	9	100000	8423	타마라이
lec002	lec002_1	1	40000	842	타마라이	9	100000	8423	타마라이
le003	le003_1	1	40000	843	베테랑 융	11	100000	8433	베테랑 융
le004	le004_1	1	40000	617	할루미넬	11	100000	6173	할루미넬
le005	le005_1	1	40000	618	보스 사무엘	15	100000	6183	보스 사무엘
le006	le006_1	1	40000	619	아니엘	16	100000	6193	아니엘
le007	le007_1	1	40000	620	카이잔	20	100000	6203	카이잔
le008	le008_1	1	40000	621	레이디 리엔	22	100000	6213	레이디 리엔
le009	le009_1	1	40000	623	후카룽	24	100000	6233	후카룽
le010	le010_1	1	40000	638	다르탄	25	100000	6383	다르탄
le011	le011_1	1	40000	624	블리져스	26	100000	6243	블리져스
le012	le012_1	1	40000	625	앙카져스	28	100000	6253	앙카져스
le013	le013_1	1	40000	626	사르카도스	30	100000	6263	사르카도스
le014	le014_1	1	40000	627	라카타마라	33	100000	6273	라카타마라
le015	le015_1	1	40000	628	윌나르	33	100000	6283	윌나르
le016	le016_1	1	40000	653	윈드멤프시	34	100000	6533	윈드멤프시
le017	le017_1	1	40000	629	퀸 피리아네스	35	100000	6293	퀸 피리아네스
le018	le018_1	1	40000	631	다르칸	37	100000	6313	다르칸
le019	le019_1	1	40000	635	차라수카	40	100000	6353	차라수카
le020	le020_1	1	40000	658	프린스 아리엔	24	100000	6583	프린스 아리엔
le021	le021_1	1	40000	659	카르카엔	32	100000	6593	카르카엔
le022	le022_1	1	40000	660	뮤리	32	100000	6603	뮤리
le023	le023_1	1	40000	661	앙그라	32	100000	6613	앙그라
le024	le024_1	1	40000	662	포돈	33	100000	6623	포돈
le025	le025_1	1	40000	663	샤콘	35	100000	6633	샤콘
le026	le026_1	1	40000	664	파마슈라	39	100000	6643	파마슈라
le027	le027_1	1	40000	665	샤마슈라	39	100000	6653	샤마슈라
leb001	leb001_1	1	60000	481	놀 대왕	9	100000	4813	놀 대왕
leb002	leb002_1	1	60000	484	밴딜리언 보스	15	100000	4843	밴딜리언 보스
leb003	leb003_1	1	60000	485	토탈 브로큰	20	100000	4853	토탈 브로큰
leb004	leb004_1	1	60000	34	트롤두목	24	100000	343	트롤두목
leb005	leb005_1	1	60000	636	본드래곤	25	100000	6363	본드래곤
leb006	leb006_1	1	60000	497	블레이드 크로우	26	100000	4973	블레이드 크로우
leb007	leb007_1	1	60000	194	마법박쥐 리더	29	100000	1943	마법박쥐 리더
leb008	leb008_1	1	60000	86	좀비 로드	30	100000	863	좀비 로드
leb009	leb009_1	1	60000	483	그리플러 킹	30	100000	4833	그리플러 킹
leb010	leb010_1	1	60000	482	케인독 대장	33	100000	4823	케인독 대장
leb011	leb011_1	1	60000	193	아라크노이드 퀸	35	100000	1933	아라크노이드 퀸
leb012	leb012_1	1	60000	22	스프리건 로드	40	100000	223	스프리건 로드
e216	e216_1	1	60000	809	호크애로우 킹	64	100000	8093	호크애로우 킹
e217	e217_1	2	60000	657	에우리알레 군주	66	100000	6573	에우리알레 군주
e218	e218_1	1	60000	656	파라오 킹	68	100000	6563	파라오 킹
e219	e219_1	1	60000	885	히라 대장	70	100000	8853	히라 대장
a101	a101_1	6	6750	323	영 레드스파인울프	8	100000	3230	영 레드스파인울프
a101	a101_2	7	30000	323	영 레드스파인울프	8	100000	3231	영 레드스파인울프
a101	a101_3	6	6750	323	영 레드스파인울프	8	100000	3230	영 레드스파인울프
a101	a101_4	3	6750	323	영 레드스파인울프	8	100000	3230	영 레드스파인울프
a101	a101_5	4	6750	323	영 레드스파인울프	8	100000	3230	영 레드스파인울프
a102	a102_1	6	6000	803	실크 아이볼	5	100000	8030	실크 아이볼
a102	a102_2	6	6500	119	워터바이퍼 메이지	7	100000	1190	워터바이퍼 메이지
a102	a102_3	6	6500	119	워터바이퍼 메이지	7	100000	1190	워터바이퍼 메이지
a102	a102_4	6	6500	119	워터바이퍼 메이지	7	100000	1190	워터바이퍼 메이지
a102	a102_5	6	6000	803	실크 아이볼	5	100000	8030	실크 아이볼
a102	a102_6	6	6500	119	워터바이퍼 메이지	7	100000	1190	워터바이퍼 메이지
a102	a102_7	6	6500	119	워터바이퍼 메이지	7	100000	1190	워터바이퍼 메이지
a102	a102_8	8	6500	119	워터바이퍼 메이지	7	100000	1190	워터바이퍼 메이지
a102	a102_9	4	6500	119	워터바이퍼 메이지	7	100000	1190	워터바이퍼 메이지
a102	a102_10	3	30000	117	워터바이퍼	6	100000	1170	워터바이퍼
a102	a102_11	6	6500	119	워터바이퍼 메이지	7	100000	1190	워터바이퍼 메이지
