MakeItem Total	MakeItem TID	MakeItem Name	MakeItem Count	BonusItem TID	BonusItem Name	Item Option Min	Item Option Max	Socket Inchant Min	Socket Inchant Max	Combine Use Price	timer(msec)	Resource TotalCount	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count	Resource TID	Resource Name	Resource Count
1	6509	바이 그레이브로드 소드	1			3	5	4	8	960000		5	2124	그레이브로드 소드	1	2118	축복의 망치	5	2116	오리할콘 모루	5	1976	파괴석	20	1977	흡수석	20															
1	6510	바이 둠클라우드 사이드	1			3	5	4	8	960000		5	2125	둠클라우드 사이드	1	2118	축복의 망치	5	2116	오리할콘 모루	5	1976	파괴석	20	1977	흡수석	20															
1	6511	바이 모글로어 보우	1			3	5	4	8	960000		5	2126	모글로어 보우	1	2118	축복의 망치	5	2116	오리할콘 모루	5	1976	파괴석	20	1977	흡수석	20															
1	6512	바이 데이브레이커 완드	1			3	5	4	8	960000		5	2127	데이브레이커 완드	1	2118	축복의 망치	5	2116	오리할콘 모루	5	1976	파괴석	20	1977	흡수석	20															
1	6552	바이 페더락 카타리아	1			3	5	4	8	240000		5	5439	페더락 카타리아	1	2118	축복의 망치	3	2116	오리할콘 모루	3	1976	파괴석	20	1977	흡수석	20															
1	6555	바이 나이트워커 카타리아	1			3	5	4	8	480000		5	5440	나이트 워커 카타리아	1	2118	축복의 망치	4	2116	오리할콘 모루	4	1976	파괴석	20	1977	흡수석	20															
1	6558	바이 랜드웨이브 카타리아	1			3	5	4	8	960000		5	5441	랜드 웨이브 카타리아	1	2118	축복의 망치	5	2116	오리할콘 모루	5	1976	파괴석	20	1977	흡수석	20															
1	6543	바이 윈드팡 차크람	1			3	5	4	8	240000		5	5442	윈드팡 차크람	1	2118	축복의 망치	3	2116	오리할콘 모루	3	1976	파괴석	20	1977	흡수석	20															
1	6546	바이 드림미러 차크람	1			3	5	4	8	480000		5	5443	드림 미러 차크람	1	2118	축복의 망치	4	2116	오리할콘 모루	4	1976	파괴석	20	1977	흡수석	20															
1	6549	바이 스핀하울러 차크람	1			2	4	4	8	960000		5	5444	스핀 하울러 차크람	1	2118	축복의 망치	5	2116	오리할콘 모루	5	1976	파괴석	20	1977	흡수석	20															
1	6525	바이 텐드릴러 레이피어	1			2	4	3	6	240000		5	5445	텐드릴러 레이피어	1	2118	축복의 망치	3	2116	오리할콘 모루	3	1976	파괴석	20	1977	흡수석	20															
1	6528	바이 샌드위버 레이피어	1			2	4	3	6	480000		5	5446	샌드위버 레이피어	1	2118	축복의 망치	4	2116	오리할콘 모루	4	1976	파괴석	20	1977	흡수석	20															
1	6531	바이 데이라이트 레이피어	1			2	4	3	6	960000		5	5447	데이 라이트 레이피어	1	2118	축복의 망치	5	2116	오리할콘 모루	5	1976	파괴석	20	1977	흡수석	20															
1	6534	바이 텐드릴러 대거	1			1	1	1	2	240000		5	5448	텐드릴러 대거	1	2118	축복의 망치	3	2116	오리할콘 모루	3	1976	파괴석	20	1977	흡수석	20															
1	6537	바이 샌드위버 대거	1			1	1	1	2	480000		5	5449	샌드위버 대거	1	2118	축복의 망치	4	2116	오리할콘 모루	4	1976	파괴석	20	1977	흡수석	20															
1	6540	바이 데이라이트 대거	1			1	1	1	2	960000		5	5450	데이 라이트 대거	1	2118	축복의 망치	5	2116	오리할콘 모루	5	1976	파괴석	20	1977	흡수석	20															
1	9712	바이 하드 스틸훅 카론	1			3	5	4	8	240000		5	9694	하드 스틸훅 카론	1	2118	축복의 망치	3	2116	오리할콘 모루	3	1976	파괴석	20	1977	흡수석	20															
1	9713	바이 깨달음의 카론	1			3	5	4	8	480000		5	9695	깨달음의 카론	1	2118	축복의 망치	4	2116	오리할콘 모루	4	1976	파괴석	20	1977	흡수석	20															
1	9714	바이 네이쳐세이드 카론	1			3	5	4	8	960000		5	9696	네이쳐세이드 카론	1	2118	축복의 망치	5	2116	오리할콘 모루	5	1976	파괴석	20	1977	흡수석	20															
1	9721	바이 롱레인지 제논	1			3	5	4	8	240000		5	9703	롱레인지 제논	1	2118	축복의 망치	3	2116	오리할콘 모루	3	1976	파괴석	20	1977	흡수석	20															
1	9722	바이 트루본 스틸 제논	1			3	5	4	8	480000		5	9704	트루본 스틸 제논	1	2118	축복의 망치	4	2116	오리할콘 모루	4	1976	파괴석	20	1977	흡수석	20															
1	9723	바이 데드샷 제논	1			3	5	4	8	960000		5	9705	데드샷 제논	1	2118	축복의 망치	5	2116	오리할콘 모루	5	1976	파괴석	20	1977	흡수석	20															
1	6513	트라이 트리스탄 소드	1			3	5	4	8	1920000		5	6501	바이 트리스탄 소드	1	2119	탐욕의 망치	6	2117	저주의 모루	6	1976	파괴석	30	1977	흡수석	30															
1	6514	트라이 카오스 토마호크	1			3	5	4	8	1920000		5	6502	바이 카오스 토마호크	1	2119	탐욕의 망치	6	2117	저주의 모루	6	1976	파괴석	30	1977	흡수석	30															
1	6515	트라이 스피어 아발레스트	1			3	5	4	8	1920000		5	6503	바이 스피어 아발레스트	1	2119	탐욕의 망치	6	2117	저주의 모루	6	1976	파괴석	30	1977	흡수석	30															
1	6516	트라이 블러드 오브	1			3	5	4	8	1920000		5	6504	바이 블러드 오브	1	2119	탐욕의 망치	6	2117	저주의 모루	6	1976	파괴석	30	1977	흡수석	30															
1	6517	트라이 러스터페임 소드	1			3	5	4	8	3840000		5	6505	바이 러스터페임 소드	1	2119	탐욕의 망치	7	2117	저주의 모루	7	1976	파괴석	30	1977	흡수석	30															
1	6518	트라이 알케미다스 소드	1			3	5	4	8	3840000		5	6506	바이 알케미다스 소드	1	2119	탐욕의 망치	7	2117	저주의 모루	7	1976	파괴석	30	1977	흡수석	30															
1	6519	트라이 브런트니안 보우	1			3	5	4	8	3840000		5	6507	바이 브런트니안 보우	1	2119	탐욕의 망치	7	2117	저주의 모루	7	1976	파괴석	30	1977	흡수석	30															
1	6520	트라이 솔라이져 스태프	1			3	5	4	8	3840000		5	6508	바이 솔라이져 스태프	1	2119	탐욕의 망치	7	2117	저주의 모루	7	1976	파괴석	30	1977	흡수석	30															
1	6521	트라이 그레이브로드 소드	1			3	5	4	8	7680000		5	6509	바이 그레이브로드 소드	1	2119	탐욕의 망치	8	2117	저주의 모루	8	1976	파괴석	30	1977	흡수석	30															
1	6522	트라이 둠클라우드 사이드	1			3	5	4	8	7680000		5	6510	바이 둠클라우드 사이드	1	2119	탐욕의 망치	8	2117	저주의 모루	8	1976	파괴석	30	1977	흡수석	30															
1	6523	트라이 모글로어 보우	1			3	5	4	8	7680000		5	6511	바이 모글로어 보우	1	2119	탐욕의 망치	8	2117	저주의 모루	8	1976	파괴석	30	1977	흡수석	30															
1	6524	트라이 데이브레이커 완드	1			3	5	4	8	7680000		5	6512	바이 데이브레이커 완드	1	2119	탐욕의 망치	8	2117	저주의 모루	8	1976	파괴석	30	1977	흡수석	30															
1	6553	트라이 페더락 카타리아	1			3	5	4	8	1920000		5	6552	바이 페더락 카타리아	1	2119	탐욕의 망치	6	2117	저주의 모루	6	1976	파괴석	30	1977	흡수석	30															
1	6556	트라이 나이트워커 카타리아	1			3	5	4	8	3840000		5	6555	바이 나이트워커 카타리아	1	2119	탐욕의 망치	7	2117	저주의 모루	7	1976	파괴석	30	1977	흡수석	30															
1	6559	트라이 랜드웨이브 카타리아	1			3	5	4	8	7680000		5	6558	바이 랜드웨이브 카타리아	1	2119	탐욕의 망치	8	2117	저주의 모루	8	1976	파괴석	30	1977	흡수석	30															
1	6544	트라이 윈드팡 차크람	1			3	5	4	8	1920000		5	6543	바이 윈드팡 차크람	1	2119	탐욕의 망치	6	2117	저주의 모루	6	1976	파괴석	30	1977	흡수석	30															
1	6547	트라이 드림미러 차크람	1			3	5	4	8	3840000		5	6546	바이 드림미러 차크람	1	2119	탐욕의 망치	7	2117	저주의 모루	7	1976	파괴석	30	1977	흡수석	30															
1	6550	트라이 스핀하울러 차크람	1			2	4	4	8	7680000		5	6549	바이 스핀하울러 차크람	1	2119	탐욕의 망치	8	2117	저주의 모루	8	1976	파괴석	30	1977	흡수석	30															
1	6526	트라이 텐드릴러 레이피어	1			2	4	3	6	1920000		5	6525	바이 텐드릴러 레이피어	1	2119	탐욕의 망치	6	2117	저주의 모루	6	1976	파괴석	30	1977	흡수석	30															
1	6529	트라이 샌드위버 레이피어	1			2	4	3	6	3840000		5	6528	바이 샌드위버 레이피어	1	2119	탐욕의 망치	7	2117	저주의 모루	7	1976	파괴석	30	1977	흡수석	30															
1	6532	트라이 데이라이트 레이피어	1			2	4	3	6	7680000		5	6531	바이 데이라이트 레이피어	1	2119	탐욕의 망치	8	2117	저주의 모루	8	1976	파괴석	30	1977	흡수석	30															
1	6535	트라이 텐드릴러 대거	1			1	1	1	2	1920000		5	6534	바이 텐드릴러 대거	1	2119	탐욕의 망치	6	2117	저주의 모루	6	1976	파괴석	30	1977	흡수석	30															
1	6538	트라이  샌드위버 대거	1			1	1	1	2	3840000		5	6537	바이 샌드위버 대거	1	2119	탐욕의 망치	7	2117	저주의 모루	7	1976	파괴석	30	1977	흡수석	30															
1	6541	트라이 데이라이트 대거	1			1	1	1	2	7680000		5	6540	바이 데이라이트 대거	1	2119	탐욕의 망치	8	2117	저주의 모루	8	1976	파괴석	30	1977	흡수석	30															
1	9727	트라이 하드 스틸훅 카론	1			3	5	4	8	1920000		5	9712	바이 하드 스틸훅 카론	1	2119	탐욕의 망치	6	2117	저주의 모루	6	1976	파괴석	30	1977	흡수석	30															
1	9728	트라이 깨달음의 카론	1			3	5	4	8	3840000		5	9713	바이 깨달음의 카론	1	2119	탐욕의 망치	7	2117	저주의 모루	7	1976	파괴석	30	1977	흡수석	30															
1	9729	트라이 네이쳐세이드 카론	1			3	5	4	8	7680000		5	9714	바이 네이쳐세이드 카론	1	2119	탐욕의 망치	8	2117	저주의 모루	8	1976	파괴석	30	1977	흡수석	30															
1	9736	트라이 롱레인지 제논	1			3	5	4	8	1920000		5	9721	바이 롱레인지 제논	1	2119	탐욕의 망치	6	2117	저주의 모루	6	1976	파괴석	30	1977	흡수석	30															
1	9737	트라이 트루본 스틸 제논	1			3	5	4	8	3840000		5	9722	바이 트루본 스틸 제논	1	2119	탐욕의 망치	7	2117	저주의 모루	7	1976	파괴석	30	1977	흡수석	30															
1	9738	트라이 데드샷 제논	1			3	5	4	8	7680000		5	9723	바이 데드샷 제논	1	2119	탐욕의 망치	8	2117	저주의 모루	8	1976	파괴석	30	1977	흡수석	30															
1	3322	달빛 풍선	1							0		8	3323	달빛 풍선 조합 설명서	1	3315	빨강 풍선	1	3316	주황 풍선	1	3317	노랑 풍선	1	3318	초록 풍선	1	3319	파랑 풍선	1	3320	남색 풍선	1	3321	보라 풍선	1						
1	3606	크리스마스 양말	1							0		2	3604	크리스마스 양말 조합 설명서	1	3605	크리스마스 방울	10																								
1	3757	잔치 응모권	1							0		5	3756	병술년 조합 설명서	1	3758	2006	1	3759	병술년	1	3760	힘차게	1	3761	시작하세요	1															
1	3853	선물상자	1							0		2	3856	감사편지 조합 설명서	1	3791	선물상자	7																								
1	3854	축하의 리버스 오브	1							0		2	3855	축하의 리버스 오브 조합 설명서	1	3853	감사편지	2																								
1	500	원한의 해골	1							50000		2	981	증오의 해골	1	1976	파괴석	1																								
1	981	증오의 해골	1							100000		2	982	피의 해골	1	1976	파괴석	1																								
1	982	피의 해골	1							150000		2	983	복수의 해골	1	1976	파괴석	1																								
1	983	복수의 해골	1							200000		2	984	초월의 해골	1	1976	파괴석	1																								
1	1829	공격의 기원석<Lv2>	1							50000		2	4600	공격의 기원석<Lv2> 조합 설명서	1	463	공격의 기원석<Lv1>	5																								
1	464	공격의 기원석<Lv3>	1							100000		2	4601	공격의 기원석<Lv3> 조합 설명서	1	1829	공격의 기원석<Lv2>	10																								
1	1841	방어의 기원석<Lv2>	1							50000		2	4602	방어의 기원석<Lv2> 조합 설명서	1	471	방어의 기원석<Lv1>	5																								
1	472	방어의 기원석<Lv3>	1							100000		2	4603	방어의 기원석<Lv3> 조합 설명서	1	1841	방어의 기원석<Lv2>	10																								
1	4582	전장의 준비물	1							0		2	4581	전장의 기운 조합 설명서	1	4583	전장의 기운	10																								
1	4755	산타의 선물상자	1							0		2	4752	성탄양말 조합 설명서	1	4754	성탄양말	10																								
1	4802	천만장자의 금화	1							10000000		2	4804	금화 조합 설명서	1	1175	금괴	5																								
1	4803	백만장자의 은화	1							1000000		2	4805	은화 조합 설명서	1	1176	은괴	5																								
1	4871	행운가득 2007	1							0		4	4872	행운가득 2007 조합 설명서	1	4868	재물복	3	4869	연애복	3	4870	건강복	3																		
1	4887	<아크로드 2주년 기념>나이트상자	1							0		3	4897	<아크로드 2주년 기념>나이트상자 조합서	1	4885	<아크로드 2주년 기념>조각케잌	3	4886	<아크로드 2주년 기념>케익	3																					
1	4896	<아크로드 2주년 기념>아처상자	1							0		3	4898	<아크로드 2주년 기념>아처상자 조합서	1	4885	<아크로드 2주년 기념>조각케잌	3	4886	<아크로드 2주년 기념>케익	3																					
1	4905	<아크로드 2주년 기념>메이지상자	1							0		3	4899	<아크로드 2주년 기념>메이지상자 조합서	1	4885	<아크로드 2주년 기념>조각케잌	3	4886	<아크로드 2주년 기념>케익	3																					
1	4906	<아크로드 2주년 기념>버서커상자	1							0		3	4900	<아크로드 2주년 기념>버서커상자 조합서	1	4885	<아크로드 2주년 기념>조각케잌	3	4886	<아크로드 2주년 기념>케익	3																					
1	4907	<아크로드 2주년 기념>헌터상자	1							0		3	4901	<아크로드 2주년 기념>헌터상자 조합서	1	4885	<아크로드 2주년 기념>조각케잌	3	4886	<아크로드 2주년 기념>케익	3																					
1	4908	<아크로드 2주년 기념>소서러상자	1							0		3	4902	<아크로드 2주년 기념>소서러상자 조합서	1	4885	<아크로드 2주년 기념>조각케잌	3	4886	<아크로드 2주년 기념>케익	3																					
1	4909	<아크로드 2주년 기념>레인저상자	1							0		3	4903	<아크로드 2주년 기념>레인저상자 조합서	1	4885	<아크로드 2주년 기념>조각케잌	3	4886	<아크로드 2주년 기념>케익	3																					
1	4910	<아크로드 2주년 기념>엘리멘탈리스트상자	1							0		3	4904	<아크로드 2주년 기념>엘리멘탈리스트상자 조합서	1	4885	<아크로드 2주년 기념>조각케잌	3	4886	<아크로드 2주년 기념>케익	3																					
1	4890	<아크로드 2주년 기념>반지	1							0		2	4888	<아크로드 2주년 기념>반지 조합서	9	4892	<아크로드 2주년 기념>조합증표	1																								
1	4891	<아크로드 2주년 기념>목걸이	1							0		2	4889	<아크로드 2주년 기념>목걸이 조합서	10	4892	<아크로드 2주년 기념>조합증표	1																								
1	6115	휴먼 목걸이	1							0		5	6119	휴먼 목걸이 조합서	1	6111	휴먼 피규어	10	6112	오크 피규어	3	6113	문엘프 피규어	2	6114	아크로드 피규어	1															
1	6116	오크 목걸이	1							0		5	6120	오크 목걸이 조합서	1	6111	휴먼 피규어	2	6112	오크 피규어	10	6113	문엘프 피규어	3	6114	아크로드 피규어	1															
1	6117	문엘프 목걸이	1							0		5	6121	문엘프 목걸이 조합서	1	6111	휴먼 피규어	3	6112	오크 피규어	2	6113	문엘프 피규어	10	6114	아크로드 피규어	1															
1	6118	아크로드 변신물약	1							0		5	6122	아크로드 변신물약 조합서	1	6111	휴먼 피규어	1	6112	오크 피규어	1	6113	문엘프 피규어	1	6114	아크로드 피규어	10															
1	6167	깨송편	1							10		4	6189	깨송편 조합 설명서	1	6162	깨	1	6165	맵쌀가루	1	6166	솔잎	1																		
1	6168	쑥송편	1							10		4	6190	쑥송편 조합 설명서	1	6163	쑥	1	6165	맵쌀가루	1	6166	솔잎	1																		
1	6169	팥송편	1							10		4	6191	팥송편 조합 설명서	1	6164	팥	1	6165	맵쌀가루	1	6166	솔잎	1																		
1	6170	모둠송편	1							10		6	6192	모둠송편 조합 설명서	1	6162	깨	1	6163	쑥	1	6164	팥	1	6165	맵쌀가루	3	6166	솔잎	3												
1	6085	명예 두루마리	1							10		3	6082	지혜 두루마리	1	6083	덕성 두루마리	1	6084	건강 두루마리	1																					
1	6351	스워시 상자	1							0		4	6357	스워시 상자 조합서	1	6345	문자 스	1	6346	문자 워	1	6347	문자 시	1																		
1	6352	버클러 상자	1							0		4	6358	버클러 상자 조합서	1	6348	문자 버	1	6349	문자 클	1	6350	문자 러	1																		
1	6353	스워시버클러 응모권	1							0		7	6359	스워시버클러 응모권 조합서	1	6345	문자 스	1	6346	문자 워	1	6347	문자 시	1	6348	문자 버	1	6349	문자 클	1	6350	문자 러	1									
1	232	중형 생명물약	1							0		1	190	소형 생명물약	10																											
1	233	대형 생명물약	1							0		1	232	중형 생명물약	10																											
1	3498	초대형 생명물약	1							0		1	233	대형 생명물약	10																											
1	234	중형 마나물약	1							0		1	193	소형 마나물약	10																											
1	235	대형 마나물약	1							0		1	234	중형 마나물약	10																											
1	6224	초대형 마나물약	1							0		1	235	대형 마나물약	10																											
1	4773	중형 정령물약	1							0		1	4772	소형 정령물약	10																											
1	4774	대형 정령물약	1							0		1	4773	중형 정령물약	10																											
1	1049	중형 신속의 물약	1							0		1	1048	소형 신속의 물약	10																											
1	1050	대형 신속의 물약	1							0		1	1049	중형 신속의 물약	10																											
1	1052	중형 광속의 물약	1							0		1	1051	소형 광속의 물약	10																											
1	1053	대형 광속의 물약	1							0		1	1052	중형 광속의 물약	10																											
1	1126	중형 치료의 물약	1							0		1	1125	소형 치료의 물약	10																											
1	1127	대형 치료의 물약	1							0		1	1126	중형 치료의 물약	10																											
1	213	왕복문서	1							500		1	198	이동문서	50																											
1	264	화염의 정령석	1							100		1	203	불의 정령석	10																											
1	244	호흡의 정령석	1							100		1	202	공기의 정령석	10																											
1	260	구름의 정령석	1							100		1	201	물의 정령석	10																											
1	252	대지의 정령석	1							100		1	200	땅의 정령석	10																											
1	256	정신의 정령석	1							100		1	204	마법의 정령석	10																											
1	265	작열의 정령석	1							500		1	264	화염의 정령석	10																											
1	245	산들바람의 정령석	1							500		1	244	호흡의 정령석	10																											
1	261	안개의 정령석	1							500		1	260	구름의 정령석	10																											
1	253	흙의 정령석	1							500		1	252	대지의 정령석	10																											
1	257	명상의 정령석	1							500		1	256	정신의 정령석	10																											
1	266	염해의 정령석	1							2000		1	265	작열의 정령석	10																											
1	246	침묵의 정령석	1							2000		1	245	산들바람의 정령석	10																											
1	262	폭포의 정령석	1							2000		1	261	안개의 정령석	10																											
1	254	산의 정령석	1							2000		1	253	흙의 정령석	10																											
1	258	초월의 정령석	1							2000		1	257	명상의 정령석	10																											
1	267	유성의 정령석	1							5000		1	266	염해의 정령석	10																											
1	247	무의 정령석	1							5000		1	246	침묵의 정령석	10																											
1	263	바다의 정령석	1							5000		1	262	폭포의 정령석	10																											
1	255	별의 정령석	1							5000		1	254	산의 정령석	10																											
1	259	열반의 정령석	1							5000		1	258	초월의 정령석	10																											
1	981	증오의 해골	1							100		1	500	원한의 해골	10																											
1	982	피의 해골	1							500		1	981	증오의 해골	10																											
1	983	복수의 해골	1							2000		1	982	피의 해골	10																											
1	984	초월의 해골	1							5000		1	983	복수의 해골	10																											
1	1965	어쌔신 숏 소드	1			3	5	4	8	1600		10	11	숏 소드	1	203	불의 정령석	1	201	물의 정령석	1	204	마법의 정령석	1	463	공격의 기원석<Lv1>	1	466	명중률의 기원석<Lv1>	1	588	냉기의 기원석<Lv1>	1	591	전격의 기원석<Lv1>	1	594	맹독의 기원석<Lv1>	1	597	방패공격의 기원석<Lv1>	1
1	488	웨이브 크리스	1			3	5	4	8	4800		10	18	크리스	1	203	불의 정령석	1	201	물의 정령석	1	204	마법의 정령석	1	463	공격의 기원석<Lv1>	1	466	명중률의 기원석<Lv1>	1	588	냉기의 기원석<Lv1>	1	591	전격의 기원석<Lv1>	1	594	맹독의 기원석<Lv1>	1	597	방패공격의 기원석<Lv1>	1
1	1045	엠파이어 시미터	1			3	5	4	8	14400		10	31	시미터	1	203	불의 정령석	1	201	물의 정령석	1	204	마법의 정령석	1	463	공격의 기원석<Lv1>	1	466	명중률의 기원석<Lv1>	1	588	냉기의 기원석<Lv1>	1	591	전격의 기원석<Lv1>	1	594	맹독의 기원석<Lv1>	1	597	방패공격의 기원석<Lv1>	1
