GroupName	Name	MaxMobCount	Spawntime	MobTID	MobName	MobLV	Rate	MobAITID	AI이름	SiegeWarType
ogu003	ogu003_1	1	1000 	130 	트릴가드 수비대장	99	100000 	100000 	트릴가드 수비대장	
ogu004	ogu004_1	1	1000 	130 	트릴가드 수비대장	99	100000 	100000 	트릴가드 수비대장	
ogu005	ogu005_1	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu005	ogu005_2	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu005	ogu005_3	1	1000 	130 	트릴가드 수비대장	99	100000 	100000 	트릴가드 수비대장	
ogu006	ogu006_1	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu006	ogu006_2	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu006	ogu006_3	1	1000 	130 	트릴가드 수비대장	99	100000 	100000 	트릴가드 수비대장	
ogu007	ogu007_1	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu007	ogu007_2	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu007	ogu007_3	1	1000 	130 	트릴가드 수비대장	99	100000 	100000 	트릴가드 수비대장	
ogu008	ogu008_1	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu008	ogu008_2	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu008	ogu008_3	1	1000 	130 	트릴가드 수비대장	99	100000 	100000 	트릴가드 수비대장	
ogu009	ogu009_1	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu009	ogu009_2	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu009	ogu009_3	1	1000 	130 	트릴가드 수비대장	99	100000 	100000 	트릴가드 수비대장	
ogu010	ogu010_1	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu010	ogu010_2	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu010	ogu010_3	1	1000 	130 	트릴가드 수비대장	99	100000 	100000 	트릴가드 수비대장	
ogu011	ogu011_1	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu011	ogu011_2	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu011	ogu011_3	1	1000 	130 	트릴가드 수비대장	99	100000 	100000 	트릴가드 수비대장	
ogu012	ogu012_1	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu012	ogu012_2	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu012	ogu012_3	1	1000 	130 	트릴가드 수비대장	99	100000 	100000 	트릴가드 수비대장	
ogu013	ogu013_1	1	1000 	130 	트릴가드 수비대장	99	100000 	100000 	트릴가드 수비대장	
ogu014	ogu014_1	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
ogu015	ogu015_1	1	1000 	131 	트릴가드 수비병사	99	100000 	100000 	트릴가드 수비병사	
hgu002	hgu002_1	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu002	hgu002_2	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu002	hgu002_3	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
hgu003	hgu003_1	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu003	hgu003_2	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu003	hgu003_3	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
hgu004	hgu004_1	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu004	hgu004_2	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu004	hgu004_3	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
hgu005	hgu005_1	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
hgu006	hgu006_1	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
hgu007	hgu007_1	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu007	hgu007_2	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu007	hgu007_3	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
hgu008	hgu008_1	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu008	hgu008_2	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu008	hgu008_3	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
hgu009	hgu009_1	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu009	hgu009_2	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu009	hgu009_3	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
hgu010	hgu010_1	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu010	hgu010_2	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu010	hgu010_3	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
hgu011	hgu011_1	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
hgu011	hgu011_2	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
hgu012	hgu012_1	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu012	hgu012_2	1	1000 	133 	멤브레덴 수비병사	99	100000 	100000 	멤브레덴 수비병사	
hgu012	hgu012_3	1	1000 	132 	멤브레덴 수비대장	99	100000 	100000 	멤브레덴 수비대장	
mgu001	mgu001_1	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu001	mgu001_2	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu001	mgu001_3	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu001	mgu001_4	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu001	mgu001_5	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu002	mgu002_1	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu002	mgu002_2	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu002	mgu002_3	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu002	mgu002_4	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu002	mgu002_5	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu002	mgu002_6	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_1	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_2	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_3	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_4	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_5	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_6	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_7	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_8	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_9	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_10	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_11	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu003	mgu003_12	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu004	mgu004_1	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu004	mgu004_2	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu004	mgu004_3	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu004	mgu004_4	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu004	mgu004_5	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
mgu004	mgu004_6	1	1000 	896 	문엘프 수비병사	99	100000 	100000 	문엘프 수비병사	
dg001	dg001_01	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_02	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_03	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_04	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_05	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_06	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_07	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_08	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_09	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_10	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_11	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_12	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_13	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_14	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_15	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_16	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_17	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
dg001	dg001_18	1	1000	1824	드래곤시온가드	99	100000	100000	드래곤시온가드	
d102	d102_01	2	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d102	d102_02	3	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d102	d102_03	2	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d102	d102_04	2	30000	759	룬 골렘	21	100000	7590	룬 골렘	
d102	d102_05	2	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d102	d102_06	4	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d102	d102_08	3	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d102	d102_07	2	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d102	d102_09	3	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d102	d102_10	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d102	d102_11	1	60000	760	마그마론	22	100000	7601	마그마론	
d102	d102_12	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d102	d102_13	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d102	d102_14	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d102	d102_15	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d104	d104_01	3	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d104	d104_02	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d104	d104_03	2	30000	759	룬 골렘	21	100000	7590	룬 골렘	
d104	d104_04	2	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d104	d104_05	2	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d104	d104_06	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d104	d104_07	2	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d104	d104_08	2	30000	759	룬 골렘	21	100000	7590	룬 골렘	
d104	d104_09	1	60000	760	마그마론	22	100000	7601	마그마론	
d104	d104_10	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d104	d104_11	2	30000	759	룬 골렘	21	100000	7590	룬 골렘	
d104	d104_12	3	30000	759	룬 골렘	21	100000	7590	룬 골렘	
d104	d104_13	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d104	d104_14	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d104	d104_15	3	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d203	d203_01	2	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d203	d203_02	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d203	d203_03	2	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d203	d203_04	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d203	d203_05	1	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d203	d203_06	2	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d203	d203_07	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d203	d203_08	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d204	d204_01	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d204	d204_02	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d204	d204_03	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d204	d204_04	1	30000	759	룬 골렘	21	100000	7590	룬 골렘	
d204	d204_05	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d204	d204_06	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d204	d204_08	2	30000	758	어스 골렘	20	100000	7580	어스 골렘	
d204	d204_09	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d207	d207_01	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
d207	d207_02	2	30000	709	불꽃 박쥐	19	100000	7090	불꽃 박쥐	
